mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__max_depth,param_clf__max_leaf_nodes,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_union__titleWordCount__select__k,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.5304538905620575,0.37965866923332214,0.8657178217821783,0.9107138148770202,15,65,1,3,1000,100,52,0.8571428571428571,0.9072894550601557,0.8275862068965517,0.9171974522292994,0.916256157635468,0.9072894550601557,0.8910891089108911,0.905940594059406,0.8316831683168316,0.9108910891089109,0.845771144278607,0.9102473498233216,0.8706467661691543,0.9144876325088339,0.8855721393034826,0.9123674911660777,0.18652182784691063,0.0548580481423256,0.028974679888081542,0.003631443087587257
3.360478699207306,0.36574482917785645,0.869430693069307,0.9190242026200903,15,65,1,3,1000,200,50,0.8768472906403941,0.9193205944798302,0.8571428571428571,0.9235668789808917,0.916256157635468,0.916489738145789,0.8861386138613861,0.917963224893918,0.8465346534653465,0.9172560113154172,0.835820895522388,0.9173144876325088,0.8656716417910447,0.9208480565371024,0.8706467661691543,0.9194346289752651,0.3791036836346352,0.06332680445831897,0.023327657721032763,0.0021742084563335343
3.2908089458942413,0.427493691444397,0.8669554455445545,0.9218535581465304,15,65,1,3,1000,300,51,0.8768472906403941,0.9200283085633404,0.8472906403940886,0.9271054493984431,0.9113300492610837,0.9235668789808917,0.8663366336633663,0.9193776520509194,0.8465346534653465,0.9214992927864215,0.8507462686567164,0.9194346289752651,0.8557213930348259,0.9215547703180212,0.8805970149253731,0.9222614840989399,0.3470967444355984,0.05756743587175638,0.020782757825460157,0.0024034318450051446
3.6372182071208954,0.47324201464653015,0.870049504950495,0.9246819758450764,15,65,1,3,1000,400,49,0.8866995073891626,0.921443736730361,0.8522167487684729,0.9306440198159943,0.916256157635468,0.924274593064402,0.8663366336633663,0.925035360678925,0.8564356435643564,0.9222065063649222,0.8507462686567164,0.9215547703180212,0.845771144278607,0.927208480565371,0.8855721393034826,0.9250883392226148,0.18452226561988483,0.04107252921574519,0.02274855449385037,0.002932122168709689
3.6016822159290314,0.4435233473777771,0.8725247524752475,0.927776224001537,15,65,1,3,1000,500,48,0.9064039408866995,0.9256900212314225,0.8522167487684729,0.9320594479830149,0.9113300492610837,0.9292285916489739,0.8762376237623762,0.9264497878359265,0.8564356435643564,0.9264497878359265,0.8507462686567164,0.9279151943462898,0.8557213930348259,0.9293286219081273,0.8706467661691543,0.9250883392226148,0.213504310964695,0.014697472576235368,0.02266690225362199,0.002178889162555348
3.8489727079868317,0.478214830160141,0.875,0.9277756611986866,15,65,1,3,1000,600,47,0.8817733990147784,0.9249823071479123,0.8669950738916257,0.9334748761500354,0.9064039408866995,0.924274593064402,0.8811881188118812,0.9292786421499293,0.8712871287128713,0.9257425742574258,0.8706467661691543,0.927208480565371,0.8557213930348259,0.930035335689046,0.8656716417910447,0.927208480565371,0.17768653052986438,0.051966988860499747,0.014269456643729694,0.002843485246798365
3.6793955862522125,0.4920417368412018,0.8787128712871287,0.930516177174359,15,65,1,3,1000,700,46,0.9014778325123153,0.9285208775654635,0.8669950738916257,0.9327671620665251,0.916256157635468,0.9285208775654635,0.8663366336633663,0.9306930693069307,0.8712871287128713,0.9328147100424328,0.8706467661691543,0.930035335689046,0.8606965174129353,0.9286219081272085,0.8756218905472637,0.9321554770318021,0.21156762425955838,0.10284898250139256,0.018305782780575538,0.0017624799997114078
4.744977116584778,0.5179567337036133,0.8793316831683168,0.9342281747884322,15,65,1,3,1000,800,45,0.9014778325123153,0.9299363057324841,0.8719211822660099,0.9348903043170559,0.9113300492610837,0.9327671620665251,0.8811881188118812,0.9335219236209336,0.8613861386138614,0.9342291371994342,0.8656716417910447,0.9342756183745583,0.8606965174129353,0.9371024734982332,0.8805970149253731,0.9371024734982332,0.33861764617682166,0.060061790498634145,0.017447552864615364,0.00217994674125523
4.21649631857872,0.5203049182891846,0.8818069306930693,0.9344058531825397,15,65,1,3,1000,900,44,0.9113300492610837,0.9292285916489739,0.8768472906403941,0.9370134465675867,0.916256157635468,0.9341825902335457,0.8613861386138614,0.9384724186704385,0.8712871287128713,0.9349363507779349,0.8706467661691543,0.9321554770318021,0.8656716417910447,0.9321554770318021,0.8805970149253731,0.9371024734982332,0.3034172761985905,0.09799278953073039,0.019382326069038253,0.0029127297318364462
4.188171923160553,0.4978179931640625,0.8867574257425742,0.9356432274882671,15,65,1,3,1000,1000,42,0.9014778325123153,0.9348903043170559,0.8817733990147784,0.9391365888181175,0.9310344827586207,0.9299363057324841,0.8861386138613861,0.937057991513437,0.8712871287128713,0.9363507779349364,0.8656716417910447,0.9335689045936396,0.8606965174129353,0.9371024734982332,0.8955223880597015,0.9371024734982332,0.4986617231743247,0.11830189257432658,0.021352004670138886,0.002655259422286891
4.185567736625671,0.5078951418399811,0.8879950495049505,0.9362619769831859,15,65,1,3,1000,1100,40,0.9113300492610837,0.9313517338995047,0.8817733990147784,0.9398443029016278,0.9261083743842364,0.9334748761500354,0.8861386138613861,0.937057991513437,0.8762376237623762,0.9391796322489392,0.8656716417910447,0.9342756183745583,0.8756218905472637,0.9385159010600707,0.8805970149253731,0.9363957597173145,0.48931841394609327,0.07868755315126373,0.019007509238766557,0.002804048872823404
4.198704689741135,0.5044366419315338,0.8836633663366337,0.9374109495031724,15,65,1,3,1000,1200,43,0.9064039408866995,0.9306440198159943,0.8768472906403941,0.9412597310686482,0.9211822660098522,0.9355980184005662,0.8910891089108911,0.9384724186704385,0.8712871287128713,0.9384724186704385,0.8706467661691543,0.937809187279152,0.8557213930348259,0.937809187279152,0.8756218905472637,0.9392226148409893,0.4160982971634247,0.06932089131455421,0.019997372160414393,0.002952624418368143
3.9744585752487183,0.5309166610240936,0.8904702970297029,0.9394443142866133,15,65,1,3,1000,1300,37,0.9113300492610837,0.9313517338995047,0.8866995073891626,0.9455060155697098,0.9310344827586207,0.9370134465675867,0.8861386138613861,0.9413012729844413,0.8811881188118812,0.9405940594059405,0.8606965174129353,0.9385159010600707,0.8706467661691543,0.9413427561837456,0.8955223880597015,0.9399293286219081,0.28228602608024467,0.07825626428929396,0.02094220493871773,0.003834297177140476
4.761094152927399,0.5546205341815948,0.8892326732673267,0.9412119114405517,15,65,1,3,1000,1400,38,0.9113300492610837,0.9391365888181175,0.8817733990147784,0.9419674451521586,0.9211822660098522,0.9370134465675867,0.8811881188118812,0.9455445544554455,0.8712871287128713,0.937057991513437,0.8805970149253731,0.9413427561837456,0.8706467661691543,0.9441696113074205,0.8955223880597015,0.9434628975265018,0.5324448037318684,0.046256171210990654,0.01737998396641233,0.0030075695322367324
4.648524343967438,0.5660741329193115,0.8879950495049505,0.943334427971392,15,65,1,3,1000,1500,40,0.9113300492610837,0.9440905874026894,0.8817733990147784,0.940552016985138,0.916256157635468,0.9426751592356688,0.8861386138613861,0.9448373408769448,0.8861386138613861,0.9462517680339463,0.8656716417910447,0.9413427561837456,0.8606965174129353,0.9434628975265018,0.8955223880597015,0.9434628975265018,0.5363052605406089,0.09174307146594594,0.01833515692376095,0.0017145556586553637
4.524975061416626,0.4603290855884552,0.8935643564356436,0.9451019624737755,15,65,1,3,1000,1600,34,0.9113300492610837,0.9398443029016278,0.8817733990147784,0.9476291578202406,0.9261083743842364,0.9426751592356688,0.8910891089108911,0.9490806223479491,0.8960396039603961,0.9448373408769448,0.8756218905472637,0.942756183745583,0.8855721393034826,0.9448763250883392,0.8805970149253731,0.9491166077738515,0.5406491511076653,0.03566277699950159,0.016142817177685335,0.0031122700797190273
4.978396445512772,0.4908812344074249,0.8954207920792079,0.9466054174014938,15,65,1,3,1000,1700,33,0.9211822660098522,0.9511677282377919,0.8817733990147784,0.9426751592356688,0.9261083743842364,0.9469214437367304,0.8811881188118812,0.9490806223479491,0.8910891089108911,0.9427157001414427,0.8805970149253731,0.9484098939929329,0.8805970149253731,0.9441696113074205,0.900497512437811,0.9477031802120142,0.3051247200164376,0.06066420903464322,0.017623822908720513,0.0029157415917060157
4.210074573755264,0.48789480328559875,0.8917079207920792,0.9481083719126309,15,65,1,3,1000,1800,36,0.9113300492610837,0.9483368719037509,0.8719211822660099,0.9476291578202406,0.9211822660098522,0.9504600141542817,0.8910891089108911,0.9483734087694484,0.900990099009901,0.9455445544554455,0.8805970149253731,0.9462897526501767,0.8756218905472637,0.9477031802120142,0.8805970149253731,0.950530035335689,0.2520889097427976,0.052037202478222966,0.016744880636755607,0.0016504353283618835
4.330120950937271,0.5622113943099976,0.8985148514851485,0.9483742019284029,15,65,1,3,1000,1900,27,0.9211822660098522,0.9497523000707714,0.8866995073891626,0.9525831564048125,0.9261083743842364,0.9455060155697098,0.900990099009901,0.9547383309759547,0.8910891089108911,0.9455445544554455,0.8805970149253731,0.9484098939929329,0.8855721393034826,0.945583038869258,0.8955223880597015,0.9448763250883392,0.23616826328935117,0.04591125510451088,0.015724756093986388,0.0034708967888761816
4.126654535531998,0.4886088967323303,0.900990099009901,0.9494340225241333,15,65,1,3,1000,2000,16,0.9113300492610837,0.9447983014861996,0.8768472906403941,0.9511677282377919,0.9310344827586207,0.9504600141542817,0.9108910891089109,0.954031117397454,0.8960396039603961,0.9462517680339463,0.8855721393034826,0.9512367491166078,0.900497512437811,0.9477031802120142,0.8955223880597015,0.9498233215547703,0.23623278643431747,0.05401889926229998,0.01576943718771907,0.0028108166249945833
4.220921039581299,0.4953092038631439,0.8886138613861386,0.9489038624159055,15,65,1,3,1000,2100,39,0.9014778325123153,0.9447983014861996,0.8719211822660099,0.9511677282377919,0.916256157635468,0.9518754423213022,0.8811881188118812,0.9504950495049505,0.905940594059406,0.9455445544554455,0.8706467661691543,0.9491166077738515,0.8706467661691543,0.9477031802120142,0.8905472636815921,0.950530035335689,0.473534889811535,0.06277742465171432,0.01664226101130478,0.002468784345934504
4.234456181526184,0.5031703114509583,0.8966584158415841,0.9497001030576955,15,65,1,3,1000,2200,32,0.916256157635468,0.9504600141542817,0.8866995073891626,0.9561217268223637,0.9211822660098522,0.9462137296532201,0.8861386138613861,0.9533239038189534,0.8960396039603961,0.9462517680339463,0.8955223880597015,0.945583038869258,0.8805970149253731,0.9469964664310954,0.8905472636815921,0.9526501766784452,0.293444391524972,0.08252033268334624,0.013675828960958009,0.0037409100742108892
4.593102663755417,0.5517150461673737,0.8972772277227723,0.9503184148760162,15,65,1,3,1000,2300,30,0.9113300492610837,0.9476291578202406,0.8817733990147784,0.9497523000707714,0.9359605911330049,0.9532908704883227,0.8861386138613861,0.9554455445544554,0.8960396039603961,0.9476661951909476,0.8805970149253731,0.9448763250883392,0.8855721393034826,0.950530035335689,0.900497512437811,0.953356890459364,0.267092107359895,0.08373792234895636,0.017652658784810354,0.0033279736363885436
5.319046169519424,0.5706672072410583,0.8972772277227723,0.9525288334834442,15,65,1,3,1000,2400,30,0.916256157635468,0.9525831564048125,0.8916256157635468,0.9568294409058741,0.9408866995073891,0.9518754423213022,0.8811881188118812,0.9533239038189534,0.8910891089108911,0.9504950495049505,0.8805970149253731,0.9491166077738515,0.8855721393034826,0.9519434628975265,0.8905472636815921,0.9540636042402827,0.601856908583773,0.08552002612543574,0.019559799311913845,0.0021804521777060402
5.656939089298248,0.5789830684661865,0.8978960396039604,0.9541196892753128,15,65,1,3,1000,2500,29,0.9113300492610837,0.9525831564048125,0.8866995073891626,0.9568294409058741,0.9310344827586207,0.9525831564048125,0.8910891089108911,0.9575671852899575,0.8910891089108911,0.9533239038189534,0.8855721393034826,0.953356890459364,0.8955223880597015,0.9526501766784452,0.8905472636815921,0.9540636042402827,0.3996096305779186,0.04272204822302135,0.014637625147947413,0.0018482288320257308
5.315328747034073,0.5541985332965851,0.8929455445544554,0.9555341172281702,15,65,1,3,1000,2600,35,0.896551724137931,0.9525831564048125,0.8817733990147784,0.9631988676574664,0.9359605911330049,0.9525831564048125,0.8910891089108911,0.9568599717114569,0.8910891089108911,0.9526166902404526,0.8805970149253731,0.9547703180212014,0.8706467661691543,0.9540636042402827,0.8955223880597015,0.9575971731448764,0.5967043090920144,0.041771786536191145,0.01822759916411085,0.0034175284643376295
5.125882297754288,0.5646429359912872,0.9003712871287128,0.9572132497679557,15,65,1,3,1000,2700,22,0.9211822660098522,0.9568294409058741,0.8768472906403941,0.9582448690728945,0.9359605911330049,0.953998584571833,0.8960396039603961,0.9603960396039604,0.8960396039603961,0.9554455445544554,0.8955223880597015,0.9561837455830389,0.8855721393034826,0.9575971731448764,0.8955223880597015,0.9590106007067137,0.9477816177429208,0.12575352710821067,0.01791115574163913,0.0019117498280786592
4.922777235507965,0.5089780986309052,0.900990099009901,0.9573017142936799,15,65,1,3,1000,2800,16,0.916256157635468,0.9575371549893843,0.8817733990147784,0.9582448690728945,0.9211822660098522,0.9561217268223637,0.8960396039603961,0.9582743988684582,0.8910891089108911,0.9533239038189534,0.8955223880597015,0.9547703180212014,0.8905472636815921,0.9575971731448764,0.9154228855721394,0.9625441696113074,0.792663835503944,0.06902570266803404,0.013615845209568949,0.002575971562451178
4.460841208696365,0.47784164547920227,0.8997524752475248,0.9599536407942328,15,65,1,3,1000,2900,24,0.9113300492610837,0.9596602972399151,0.8866995073891626,0.9610757254069356,0.9310344827586207,0.9554140127388535,0.8960396039603961,0.963932107496464,0.8910891089108911,0.958981612446959,0.8955223880597015,0.9590106007067137,0.8855721393034826,0.9561837455830389,0.900497512437811,0.9653710247349824,0.45439724885036387,0.06214432590622125,0.014127184699839545,0.0032244353552273145
4.998817801475525,0.5392480194568634,0.900990099009901,0.9591575251902668,15,65,1,3,1000,3000,16,0.9064039408866995,0.9547062986553433,0.8866995073891626,0.9596602972399151,0.9359605911330049,0.9575371549893843,0.8910891089108911,0.9618104667609618,0.8910891089108911,0.9575671852899575,0.8955223880597015,0.9590106007067137,0.8955223880597015,0.958303886925795,0.9054726368159204,0.9646643109540636,0.5603682882999894,0.05038465629108367,0.014744595837654664,0.0028136731220473324
4.246602535247803,0.5116427540779114,0.8985148514851485,0.9610145242556807,15,65,1,3,1000,3100,27,0.9211822660098522,0.9547062986553433,0.8866995073891626,0.9631988676574664,0.9310344827586207,0.9631988676574664,0.8910891089108911,0.9625176803394625,0.900990099009901,0.9596888260254597,0.8855721393034826,0.9597173144876325,0.8805970149253731,0.9625441696113074,0.8905472636815921,0.9625441696113074,0.5037614624715645,0.07985294822072105,0.01706601588397166,0.0027321182130062476
5.001075446605682,0.5335378646850586,0.900990099009901,0.9622532741543284,15,65,1,3,1000,3200,16,0.9113300492610837,0.9624911535739561,0.8768472906403941,0.9653220099079972,0.9310344827586207,0.9660297239915074,0.9158415841584159,0.9618104667609618,0.8910891089108911,0.9575671852899575,0.8955223880597015,0.9590106007067137,0.8805970149253731,0.9632508833922262,0.9054726368159204,0.9625441696113074,0.6641013798765734,0.0690227663553744,0.01725722686462377,0.0026806151764929157
4.779198318719864,0.5412894487380981,0.9034653465346535,0.9632249425978232,15,65,1,3,1000,3300,11,0.9113300492610837,0.9617834394904459,0.8817733990147784,0.9639065817409767,0.9261083743842364,0.9639065817409767,0.9108910891089109,0.9667609618104668,0.8960396039603961,0.9603960396039604,0.8905472636815921,0.9597173144876325,0.8955223880597015,0.9660777385159011,0.9154228855721394,0.9632508833922262,0.5680992709467297,0.05789540291910254,0.013836825070170738,0.0023440320898726733
4.16471540927887,0.45733943581581116,0.9040841584158416,0.9651702809742804,15,65,1,3,1000,3400,8,0.9064039408866995,0.9610757254069356,0.896551724137931,0.970276008492569,0.9408866995073891,0.9681528662420382,0.9108910891089109,0.9681753889674681,0.8960396039603961,0.9603960396039604,0.8955223880597015,0.9618374558303887,0.8905472636815921,0.9660777385159011,0.8955223880597015,0.9653710247349824,0.42299446273004826,0.032453604521490195,0.015259546800584868,0.003455524726152081
4.646263748407364,0.4775828421115875,0.8991336633663366,0.9651697182598584,15,65,1,3,1000,3500,26,0.9064039408866995,0.9610757254069356,0.8817733990147784,0.9688605803255484,0.9359605911330049,0.9660297239915074,0.900990099009901,0.9653465346534653,0.8811881188118812,0.963932107496464,0.8905472636815921,0.9639575971731449,0.8905472636815921,0.9646643109540636,0.9054726368159204,0.9674911660777386,0.5908626457364917,0.050504940986133916,0.016700004031653965,0.0022304592747253416
4.947301298379898,0.5484517812728882,0.9003712871287128,0.9670265299011791,15,65,1,3,1000,3600,22,0.9113300492610837,0.9639065817409767,0.8817733990147784,0.9709837225760792,0.9310344827586207,0.970276008492569,0.905940594059406,0.9667609618104668,0.905940594059406,0.9632248939179632,0.8955223880597015,0.9639575971731449,0.8905472636815921,0.9660777385159011,0.8805970149253731,0.9710247349823321,0.6013620290506893,0.04002210161971683,0.01574689823560653,0.0030979775886285266
4.589455246925354,0.5488116145133972,0.9022277227722773,0.9669373150600828,15,65,1,3,1000,3700,13,0.9113300492610837,0.9631988676574664,0.8916256157635468,0.9639065817409767,0.9359605911330049,0.970276008492569,0.900990099009901,0.9653465346534653,0.900990099009901,0.9702970297029703,0.8905472636815921,0.9646643109540636,0.8855721393034826,0.9653710247349824,0.900497512437811,0.9724381625441696,0.27638881682847904,0.07927380794305881,0.014822273547267827,0.003278826164673377
5.024210751056671,0.5427406132221222,0.900990099009901,0.9679991361725677,15,65,1,3,1000,3800,16,0.9064039408866995,0.9660297239915074,0.8817733990147784,0.9688605803255484,0.9408866995073891,0.9716914366595896,0.8960396039603961,0.9702970297029703,0.8910891089108911,0.9667609618104668,0.8855721393034826,0.9639575971731449,0.8955223880597015,0.9674911660777386,0.9104477611940298,0.9689045936395759,0.1798181421573181,0.06054438873222454,0.017599748612193118,0.0023043184460855896
5.713356614112854,0.5750130116939545,0.8997524752475248,0.9684404571721701,15,65,1,3,1000,3900,24,0.9014778325123153,0.9681528662420382,0.8866995073891626,0.9681528662420382,0.9211822660098522,0.9681528662420382,0.905940594059406,0.9681753889674681,0.8861386138613861,0.9688826025459689,0.900497512437811,0.9660777385159011,0.8855721393034826,0.9710247349823321,0.9104477611940298,0.9689045936395759,0.3795292877699063,0.08598481996934161,0.012113092641881021,0.001274275932792395
4.456011205911636,0.5221685469150543,0.9022277227722773,0.9705621616203682,15,65,1,3,1000,4000,13,0.9064039408866995,0.9695682944090588,0.8817733990147784,0.9709837225760792,0.9310344827586207,0.9738145789101204,0.9158415841584159,0.9688826025459689,0.8960396039603961,0.9660537482319661,0.8905472636815921,0.9667844522968198,0.8955223880597015,0.9731448763250884,0.900497512437811,0.9752650176678446,0.3737818505899387,0.05574821189546829,0.014487152325652916,0.0031214734470955937
4.209844022989273,0.4789685904979706,0.9047029702970297,0.9694139391504686,15,65,1,3,1000,4100,7,0.9064039408866995,0.9695682944090588,0.896551724137931,0.9716914366595896,0.9408866995073891,0.97310686482661,0.905940594059406,0.9695898161244696,0.8960396039603961,0.9674681753889675,0.9054726368159204,0.9646643109540636,0.8805970149253731,0.9689045936395759,0.9054726368159204,0.9703180212014134,0.6931770392920038,0.08658372031385134,0.015974229331088753,0.00240575391076682
5.086395710706711,0.5040276944637299,0.9102722772277227,0.9686175110845854,15,65,1,3,1000,4200,1,0.9113300492610837,0.970276008492569,0.8817733990147784,0.9695682944090588,0.9408866995073891,0.9695682944090588,0.9257425742574258,0.9681753889674681,0.905940594059406,0.9632248939179632,0.9054726368159204,0.9667844522968198,0.8955223880597015,0.9674911660777386,0.9154228855721394,0.9738515901060071,0.5809929240108274,0.052916074636365336,0.016893451342752958,0.0028692055560079442
5.031783580780029,0.4965052604675293,0.9053217821782178,0.9698548219429022,15,65,1,3,1000,4300,5,0.9014778325123153,0.9723991507430998,0.8817733990147784,0.9639065817409767,0.9359605911330049,0.9688605803255484,0.905940594059406,0.9766619519094767,0.905940594059406,0.9695898161244696,0.900497512437811,0.9681978798586572,0.9054726368159204,0.9681978798586572,0.9054726368159204,0.9710247349823321,0.7162884726713409,0.0629094361423375,0.01387206707737419,0.003466095498964723
4.1167517602443695,0.4994562566280365,0.9016089108910891,0.9694135011201568,15,65,1,3,1000,4400,15,0.9113300492610837,0.970276008492569,0.8866995073891626,0.9660297239915074,0.9458128078817734,0.9723991507430998,0.900990099009901,0.9731258840169731,0.8811881188118812,0.9702970297029703,0.8955223880597015,0.9660777385159011,0.8905472636815921,0.9674911660777386,0.900497512437811,0.9696113074204947,0.12726377775754522,0.07409076074451731,0.01890520512242813,0.0025132695668131084
3.691793769598007,0.4635675847530365,0.9040841584158416,0.9702081166239491,15,65,1,3,1000,4500,8,0.9064039408866995,0.9667374380750177,0.8866995073891626,0.9695682944090588,0.9458128078817734,0.9709837225760792,0.8960396039603961,0.9724186704384724,0.8861386138613861,0.9688826025459689,0.8955223880597015,0.9703180212014134,0.9054726368159204,0.9689045936395759,0.9104477611940298,0.9738515901060071,0.1794161618146184,0.05396351339471126,0.017891836195071842,0.0020822533644132783
3.5231570303440094,0.4306056797504425,0.900990099009901,0.9707384019468577,15,65,1,3,1000,4600,16,0.896551724137931,0.9653220099079972,0.8817733990147784,0.9738145789101204,0.9310344827586207,0.9688605803255484,0.900990099009901,0.9766619519094767,0.8960396039603961,0.9660537482319661,0.8855721393034826,0.9696113074204947,0.9203980099502488,0.9717314487632509,0.8955223880597015,0.9738515901060071,0.14006487433453918,0.009097618150552133,0.015666980710927998,0.0037301010479385915
3.758273482322693,0.45522698760032654,0.905940594059406,0.9717111966150525,15,65,1,3,1000,4700,4,0.9064039408866995,0.9723991507430998,0.8817733990147784,0.9709837225760792,0.9261083743842364,0.9738145789101204,0.9158415841584159,0.9681753889674681,0.8861386138613861,0.9681753889674681,0.9054726368159204,0.9710247349823321,0.900497512437811,0.9731448763250884,0.9253731343283582,0.9759717314487633,0.2081141470784931,0.052637607311668916,0.015376580965468106,0.002527583134976549
3.4431425631046295,0.4296585023403168,0.9040841584158416,0.9752488285857108,15,65,1,3,1000,4800,8,0.9064039408866995,0.9773531493276716,0.8866995073891626,0.9801840056617127,0.9359605911330049,0.9773531493276716,0.8960396039603961,0.9745403111739745,0.905940594059406,0.9724186704384724,0.8955223880597015,0.9696113074204947,0.8955223880597015,0.976678445229682,0.9104477611940298,0.9738515901060071,0.1440283695210553,0.01161526144218999,0.014073937375942678,0.0031125114539717782
3.3997981548309326,0.4323817491531372,0.9034653465346535,0.9754249439628047,15,65,1,3,1000,4900,11,0.9113300492610837,0.9759377211606511,0.8817733990147784,0.9766454352441614,0.9408866995073891,0.9759377211606511,0.900990099009901,0.978076379066478,0.8861386138613861,0.9752475247524752,0.8955223880597015,0.9738515901060071,0.9054726368159204,0.9738515901060071,0.9054726368159204,0.9738515901060071,0.09673006555538184,0.012007975404317089,0.01702740138402277,0.0014362882996814717
3.413108676671982,0.43592125177383423,0.9071782178217822,0.9763968007146773,15,65,1,3,1000,5000,2,0.9113300492610837,0.9759377211606511,0.8866995073891626,0.9787685774946921,0.9408866995073891,0.9766454352441614,0.900990099009901,0.9766619519094767,0.900990099009901,0.9724186704384724,0.9054726368159204,0.9717314487632509,0.8905472636815921,0.9787985865724381,0.9203980099502488,0.9802120141342756,0.16718570431792287,0.01578527523489784,0.01623753715593576,0.0028258552131447032
3.498900830745697,0.4262576997280121,0.9053217821782178,0.9763085237899033,15,65,1,3,1000,5100,5,0.9014778325123153,0.9773531493276716,0.8817733990147784,0.9752300070771408,0.9458128078817734,0.9773531493276716,0.9108910891089109,0.9787835926449788,0.8910891089108911,0.9738330975954739,0.9054726368159204,0.9759717314487633,0.8905472636815921,0.976678445229682,0.9154228855721394,0.9752650176678446,0.18500984855032776,0.04262626321066518,0.018614852952944533,0.0014551013705618667
3.3928333520889282,0.400968462228775,0.906559405940594,0.977015174653982,15,65,1,3,1000,all,3,0.9064039408866995,0.9759377211606511,0.8866995073891626,0.97310686482661,0.9359605911330049,0.9773531493276716,0.9108910891089109,0.9809052333804809,0.8960396039603961,0.978076379066478,0.8955223880597015,0.9795053003533569,0.9104477611940298,0.976678445229682,0.9104477611940298,0.9745583038869258,0.1931516661546671,0.051186819475542815,0.013900687045290957,0.0023758960674785997
