mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__keyword_vector__select_chi2__k,param_union__term_vector,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
2.4084991455078124,0.3107107639312744,0.6596534653465347,0.6882744427603743,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,600,,,,29,0.6296296296296297,0.6942724458204335,0.6563467492260062,0.6945088940448569,0.6904024767801857,0.6767208043310131,0.6501547987616099,0.6867749419953596,0.6718266253869969,0.6890951276102089,0.015053844847780844,0.001768944500927574,0.02048301324488487,0.0065000463175350605
2.458282136917114,0.31160764694213866,0.6633663366336634,0.6896678710561035,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,620,,,,18,0.6358024691358025,0.7027863777089783,0.6563467492260062,0.6983758700696056,0.6996904024767802,0.6867749419953596,0.6563467492260062,0.6821345707656613,0.6687306501547987,0.6782675947409126,0.1769296854095485,0.0014293942968733556,0.021011972596376507,0.00941286795296577
2.516492176055908,0.3339370250701904,0.6658415841584159,0.6902859886169634,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,640,,,,7,0.6358024691358025,0.6989164086687306,0.6656346749226006,0.6921887084300077,0.6965944272445821,0.6844547563805105,0.6625386996904025,0.691415313225058,0.6687306501547987,0.6844547563805105,0.2316526655436245,0.04036516917299107,0.019334015148572584,0.005429298404365724
2.4818731784820556,0.3376919269561768,0.6639851485148515,0.6922971753116927,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,660,,,,15,0.6388888888888888,0.7012383900928792,0.6563467492260062,0.7014694508894045,0.6965944272445821,0.6821345707656613,0.653250773993808,0.6906419180201083,0.6749226006191951,0.6860015467904099,0.05444535788068058,0.03819707438158672,0.019935428827002714,0.007870569323437122
2.397999954223633,0.36629886627197267,0.6670792079207921,0.6935342484777524,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,680,,,,3,0.6296296296296297,0.6989164086687306,0.6656346749226006,0.7068832173240526,0.7058823529411765,0.6960556844547564,0.6625386996904025,0.6875483372003094,0.6718266253869969,0.6782675947409126,0.06394853092058722,0.05259812135927677,0.024314224530993595,0.009822648391436577
2.36751446723938,0.32103700637817384,0.6596534653465347,0.6865735719125847,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,700,,,,29,0.6265432098765432,0.6981424148606811,0.6563467492260062,0.6937354988399071,0.6965944272445821,0.6821345707656613,0.6563467492260062,0.682907965970611,0.6625386996904025,0.6759474091260634,0.10187367090263184,0.005681553027703943,0.02232920712434746,0.008138649250826515
2.385487413406372,0.3863086700439453,0.6646039603960396,0.6947719202469118,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,720,,,,12,0.6358024691358025,0.7004643962848297,0.6563467492260062,0.7092034029389018,0.6996904024767802,0.691415313225058,0.653250773993808,0.6821345707656613,0.6780185758513931,0.6906419180201083,0.06519277983650819,0.05087683316652361,0.022084704123323366,0.009259571341431516
2.796080541610718,0.4218281269073486,0.6627475247524752,0.6935346076396123,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,740,,,,22,0.6358024691358025,0.7012383900928792,0.6563467492260062,0.7061098221191029,0.7027863777089783,0.6875483372003094,0.6501547987616099,0.6898685228151585,0.6687306501547987,0.682907965970611,0.10212910892089767,0.007446698757740243,0.022650164214050812,0.00871418852408382
2.9653736114501954,0.45085740089416504,0.6621287128712872,0.689202636726934,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,760,,,,23,0.6296296296296297,0.695046439628483,0.6594427244582043,0.6968290796597061,0.7027863777089783,0.6883217324052591,0.6501547987616099,0.679814385150812,0.6687306501547987,0.6860015467904099,0.1954808827132214,0.04402732787768307,0.024103452454393003,0.0061882938039689
2.891335391998291,0.4002864360809326,0.6639851485148515,0.6918321804237632,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,780,,,,15,0.6296296296296297,0.695046439628483,0.6563467492260062,0.6929621036349575,0.7027863777089783,0.691415313225058,0.6563467492260062,0.6875483372003094,0.6749226006191951,0.6921887084300077,0.05822823497529231,0.04132654707861439,0.024182633727200337,0.0024600972314949535
2.8548173904418945,0.4297053337097168,0.6646039603960396,0.6910583063363335,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,800,,,,12,0.6265432098765432,0.6919504643962848,0.6563467492260062,0.7006960556844548,0.7027863777089783,0.6836813611755607,0.6656346749226006,0.6952822892498066,0.6718266253869969,0.6836813611755607,0.13802963354587736,0.00860597739535359,0.024619248244948617,0.006638717194828551
2.8514373779296873,0.4230618476867676,0.661509900990099,0.690284432248904,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,820,,,,27,0.6234567901234568,0.6888544891640866,0.6656346749226006,0.7045630317092034,0.6996904024767802,0.6813611755607115,0.6501547987616099,0.6883217324052591,0.6687306501547987,0.6883217324052591,0.15660721733411537,0.008816509021250262,0.024925652915672745,0.007658355320162933
3.4417295455932617,0.4492997169494629,0.6664603960396039,0.6936878500331627,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,840,,,,4,0.6296296296296297,0.6919504643962848,0.6625386996904025,0.7076566125290024,0.6996904024767802,0.6867749419953596,0.6594427244582043,0.6875483372003094,0.6811145510835913,0.6945088940448569,0.25373684845689015,0.05521082248923933,0.023420554452014075,0.007540568455354521
3.266966772079468,0.42739038467407225,0.6639851485148515,0.6913694602276129,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,860,,,,15,0.6358024691358025,0.7035603715170279,0.6501547987616099,0.6952822892498066,0.6996904024767802,0.6790409899458624,0.6594427244582043,0.6906419180201083,0.6749226006191951,0.6883217324052591,0.3904527193369468,0.007263712555380191,0.021916389130226126,0.008071402493422855
2.989596939086914,0.426584529876709,0.6658415841584159,0.6949270781703816,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,880,,,,7,0.6358024691358025,0.7035603715170279,0.6563467492260062,0.7045630317092034,0.7058823529411765,0.6898685228151585,0.653250773993808,0.6836813611755607,0.6780185758513931,0.6929621036349575,0.10987256766688419,0.00770380186099157,0.024097995302108773,0.008041164250852054
2.8697643280029297,0.44830074310302737,0.6633663366336634,0.6941517674355124,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,900,,,,18,0.6296296296296297,0.6911764705882353,0.6563467492260062,0.7022428460943542,0.7027863777089783,0.6937354988399071,0.6501547987616099,0.6890951276102089,0.6780185758513931,0.6945088940448569,0.03421077100751621,0.04471461593580405,0.0250287705787628,0.004476346065143239
2.920533609390259,0.4310288429260254,0.6658415841584159,0.6924518543526825,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,920,,,,7,0.6296296296296297,0.7012383900928792,0.6594427244582043,0.6937354988399071,0.7027863777089783,0.6921887084300077,0.6594427244582043,0.6836813611755607,0.6780185758513931,0.691415313225058,0.054091320293502936,0.009918605359959594,0.02411908831505201,0.005602074032698161
2.966058540344238,0.43050551414489746,0.6683168316831684,0.6995680480031797,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,940,,,,2,0.6388888888888888,0.7074303405572755,0.6625386996904025,0.7092034029389018,0.6996904024767802,0.6875483372003094,0.6625386996904025,0.6991492652745553,0.6780185758513931,0.6945088940448569,0.15729198295202537,0.010032817213510006,0.020063086160554522,0.00806101202673683
2.9315505981445313,0.42356390953063966,0.6621287128712872,0.6902852702932436,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,960,,,,23,0.6296296296296297,0.6942724458204335,0.6470588235294118,0.6860015467904099,0.6996904024767802,0.6852281515854601,0.653250773993808,0.6898685228151585,0.6811145510835913,0.6960556844547564,0.10976929415419895,0.005973602841646469,0.025039094440541247,0.0043195755211326665
2.923618221282959,0.42914299964904784,0.6633663366336634,0.6953911152933514,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,980,,,,18,0.6327160493827161,0.7035603715170279,0.6563467492260062,0.7092034029389018,0.7027863777089783,0.6945088940448569,0.6563467492260062,0.6867749419953596,0.6687306501547987,0.682907965970611,0.11406472027702391,0.012273693505240782,0.022899737035474297,0.00988293287336971
3.33034725189209,0.500545597076416,0.6621287128712872,0.698482780583231,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1000,,,,23,0.6172839506172839,0.6911764705882353,0.6563467492260062,0.7107501933488012,0.6996904024767802,0.6945088940448569,0.6563467492260062,0.6937354988399071,0.6811145510835913,0.7022428460943542,0.1752336868206751,0.059771718222098855,0.02776003543842212,0.007160141514274045
3.092859220504761,0.4436814785003662,0.6658415841584159,0.6998752511140003,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1020,,,,7,0.6327160493827161,0.6934984520123839,0.6594427244582043,0.7130703789636504,0.7027863777089783,0.6968290796597061,0.6594427244582043,0.6952822892498066,0.6749226006191951,0.7006960556844548,0.15645095290835298,0.04336292028567853,0.02292746935315736,0.007011749355314433
3.040213108062744,0.4458147048950195,0.6664603960396039,0.6967822688973013,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1040,,,,4,0.6265432098765432,0.6973684210526315,0.6656346749226006,0.7061098221191029,0.7027863777089783,0.6898685228151585,0.6656346749226006,0.6976024748646559,0.6718266253869969,0.6929621036349575,0.1744379820499111,0.048807407012825224,0.02427437959867706,0.005484762689553423
3.6332935333251952,0.46030540466308595,0.6621287128712872,0.689666194967424,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1060,,,,23,0.6327160493827161,0.6919504643962848,0.6470588235294118,0.6883217324052591,0.7027863777089783,0.6852281515854601,0.6563467492260062,0.6921887084300077,0.6718266253869969,0.6906419180201083,0.20958506483764022,0.04910241043175183,0.02397345057992554,0.0026090919918370097
2.9286516189575194,0.4266817092895508,0.6652227722772277,0.6946161637203423,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1080,,,,11,0.6234567901234568,0.6934984520123839,0.6594427244582043,0.7037896365042536,0.7027863777089783,0.6960556844547564,0.6563467492260062,0.6852281515854601,0.6842105263157895,0.6945088940448569,0.05599452519857403,0.003415042563788513,0.02694921663657016,0.005926556857941227
2.886236381530762,0.41810016632080077,0.6664603960396039,0.7008044028455197,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1100,,,,4,0.6327160493827161,0.7004643962848297,0.6563467492260062,0.711523588553751,0.7027863777089783,0.6976024748646559,0.6625386996904025,0.6991492652745553,0.6780185758513931,0.6952822892498066,0.11347945719776173,0.005583185487329745,0.02328674050455978,0.005630312752348267
2.8757384777069093,0.41925554275512694,0.6701732673267327,0.7011150778543191,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1120,,,,1,0.6450617283950617,0.7089783281733746,0.6625386996904025,0.708430007733952,0.7058823529411765,0.6945088940448569,0.6563467492260062,0.6976024748646559,0.6811145510835913,0.6960556844547564,0.09906828594874208,0.06845300917594786,0.021332803122903515,0.006275610099153747
2.82855806350708,0.42046103477478025,0.6646039603960396,0.696628547621271,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1140,,,,12,0.6327160493827161,0.7035603715170279,0.6594427244582043,0.7053364269141531,0.7027863777089783,0.6960556844547564,0.6501547987616099,0.6805877803557618,0.6780185758513931,0.6976024748646559,0.0804137432997028,0.005049688036170691,0.024047711432648337,0.00874597353357964
2.8926652908325194,0.42217540740966797,0.661509900990099,0.6898207542877939,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1160,,,,27,0.6234567901234568,0.6911764705882353,0.653250773993808,0.703016241299304,0.6996904024767802,0.6867749419953596,0.6501547987616099,0.679814385150812,0.6811145510835913,0.6883217324052591,0.050360705666758626,0.005954728338046505,0.026418198719339658,0.007584329984762242
2.873730754852295,0.42174038887023924,0.6633663366336634,0.6953897983665318,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1180,,,,18,0.6296296296296297,0.695046439628483,0.6594427244582043,0.7138437741686001,0.7027863777089783,0.6960556844547564,0.653250773993808,0.6898685228151585,0.6718266253869969,0.6821345707656613,0.09127553093717415,0.005300518224975071,0.024013077145340733,0.010462275707262542
2.8410382747650145,0.3791507244110107,0.6349009900990099,0.6721869844530802,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,Pipeline,1200,,,,31,0.6234567901234568,0.6888544891640866,0.5139318885448917,0.5901005413766435,0.7027863777089783,0.6960556844547564,0.6563467492260062,0.6968290796597061,0.6780185758513931,0.6890951276102089,0.13654114292781883,0.056337922545240005,0.06584671269297111,0.0411796620947693
